评论id,评论内容,状态
328568966_70,我觉得这剧唯一不好的地方就是赵炳文阴恻恻的，表情少，动作缓慢，讲话也慢，导致他在的地方，节奏有种都很慢的感觉，连和他对戏的所有人都讲话慢，特别是藏海和他对戏好多，除了一点突发情况出现的时候，整个人都处于一种特别内敛的状态。石阁老和藏海对戏的时候都有意思多了。这剧逻辑上其实没啥问题，完成度也很好，豆瓣分真的低了，这分真是不可思议，这剧比好多8分以上的剧完成度都要高。我倒不觉得，我感觉他是演技最自然的一个，不像黄觉，只会低头瞪人。没说他演的不好，我就是觉得很慢，感觉都不像在演电视剧。这剧明明很简单，搞得跟研究悬疑片一样，但剧情还是值得肯定的，就是bug太多了。其实就和破冰行动一样，反派不降智，主角实在赢不了，只不过破冰行动是烂尾，这剧烂腰上了。他智商时而在线时而不在线，而侯爷就是前期牛逼，后期降智。,新增
328614676_38,藏海这个角色的塑造非常深刻，外圆内方的人格特质体现了理想中的君子风范。他在面对庄二恳切求饶时没有任何犹豫，坚定表示不饶，展现了意志坚定、决不动摇的特质，这种处理方式令人佩服。剧情通过赵秉文以理想之名进行PUA的情节，揭示了权力野心与道德伪装的冲突，藏海能看透本质，不被迷惑，凸显其清醒与坚定。这一人物既坚持原则又有手段，沟通能力强，成功令人信服。角色塑造符合中国传统审美，外圆内方、和光同尘、问心无愧，是极具魅力的理想人格体现。肖战对这一角色的演绎表现出色，演技得到认可。,新增
328589659_138,这剧属于啥都想讲一下，啥都没讲精。瘖兵没讲好，权谋也没讲好，榫卯的木工活也搭配不明白，属于哪方面都想照顾一下，还都没照顾精。其实不如讲好一件。藏海到内阁位置后靠瘖兵吓死赵炳文赢得胜利，逻辑单薄。剧情存在多处不合理：断龙石水闸无人看管、太后殉葬有太监主持敲钟、小弩箭射程被无视、拾雷武功表现前后矛盾、藏海作为幕僚可长时间不回侯府且无交代、曹公公义女对平津侯了解不足、藏海升职理由牵强（仅射两箭即平叛有功）、藏海未兑现安葬父母承诺反而烧毁、一出来就让杨真殉葬等。前期高期待因央媒力挺，实际观感虎头蛇尾，坑多未填，整体7分已算高。表演和创意方面缺乏新意，同样套路重复出现，角色生死模式单一。尽管有缺点，整体仍算好看，瑕不掩瑜。作为商业剧，应让观众一次看懂表达意图，看不懂或发现BUG是编剧责任。,新增
328617382_104,我在看的时候就觉得像是在玩橙光，很有代入感；藏海传就是藏海的视角，他知道的并且想表现出来的，其他角色以及观众才能看到，他不知道的或者他想隐瞒的，其他人就不知道，就得猜、去思考；我最讨厌追剧了，但是追藏海传很开心，晚上看剧白天讨论，提供了很多情绪价值。,新增
328623149_143,我的理解是高明是那种经常走街串巷的人，肯定是知道守卫对待疫病患者的态度才会用这个计策。编剧和导演鬼机灵，这是暂时留白，为了吸引观众。前期觉得是bug后期导演就给圆上来。这部剧的口碑都非常好，收视中国总结的观看这部剧的总人数达到了五亿多人，大屏用户中女的占百分之五十二，男的占百分之四十八。大学及以上受教育程度的观众对藏海传尤其偏爱。肖战演的也能打动人。,新增
328617382_103,这部剧的留白处理很有意思，不需要把所有情节演出来，几个镜头就能让人明白，增强了观众的参与感和沉浸感。编剧和导演通过克制的表达方式，让观众愿意主动脑补剧情，形成强烈的讨论欲望，这种拍摄手法与以往不同，提升了观剧的乐趣。郑晓龙提到年轻观众更愿意参与想象，而《藏海传》的成功印证了这一观察，其出圈靠的是路人口碑而非单纯粉丝营销。剧中有烧脑的情节设计，虽留有未解之谜，但正因如此才带来持续琢磨的乐趣。此外，藏海的角色塑造极具张力，他在关键时刻下意识握刀的细节，展现出一种随时可能失控的疯狂与决绝，人物复杂性令人印象深刻。美术和视觉呈现也很出色，比如红衣藏海在夜晚光线下的画面非常惊艳。整体来看，该剧在叙事结构、角色刻画和影像美学上都表现出较高水准。,新增
328593155_190,目前看了两集，还不错，继续追…… 从体验角度来说，不高明。 主角从小到大，平铺直述地介绍了他如何拜师和学习技艺，为复仇做准备。那么问题来了： 1、观众对主角的本领少了很多猜想和憧憬。如果把成长简要带过，而把学习本领放在后面应用时逐个闪回，则观众就不知道主解到底学了多少本事，便会对他的期待更加强烈，剧情也会更精彩。 2、前期剧情显拖沓，如果用我上面的方式去演绎，就不会存在这一问题。 3、举个例子，主解整容后，师父提及他背上的伤，这本来是个很好的伏笔，但却提前让我们知道了，如此后期相关的剧情一定会削弱。 我现在看到20集了，除了剧情略显拖沓、表现方式不够高级外，其他都没什么毛病，可看，也好看。 男女主我也都很喜欢，爱情推进也不尬，在国产剧里面已经非常好了。 同意你的说法，导演是想交代背景，但是如果用旁白或者是钟汉良自己的叙述会更好，钟汉良没必要接受别人给他提供这个信息。拍电视剧要讲究逻辑符合生活。,新增
328639565_104,《藏海传》在文化传播方面做得太出色了！榫卯营造、药发木偶等非遗技艺的展示，让观众感受到传统文化的魅力，也让非遗文化有了更广泛的传播途径。,新增
328631192_137,《藏海传》以独特的剧情为载体，将非遗文化与中式美学完美融合，向大众传播了中华文化的博大精深，让观众领略到传统文化的独特魅力。藏海传真的良心巨作。,新增
328691716_56,《藏海传》是现象级爆款剧，具有强大的文化输出能力，堪称中国文化的符号；全员演技派，剧集质量高，代表了中剧的高水平。,新增
328623149_142,这部剧确实好看，但可惜有很多bug，比如最后那两个守门的士兵放有疫病的人出城的情节，按照正常逻辑来说是说不通的，守卫应该上报并隔离处理，而不是直接放行。虽然可以解释为剧情需要或人物怕死的短视行为，服务于主角出城的安排，也符合人性的一部分，但这类细节问题太多，累积起来让人忍不了。剧中有不少留白，依赖画面信息和台词让观众自行理解人物动机，对愿意深挖的观众很友好，但也要求更高的观剧投入。整体含金量在上升，编剧意图明显，角色和情节设计有深度，但部分逻辑漏洞仍影响观感。,新增
328624180_181,这样的男主比较新颖吸引人。你知道他做了很多坏事，但是看的过程中无比理解他，觉得他都是对的。可跳出来就又能理解为什么后世他的名声不好，很神奇。我们跟着剧情走知道他有苦衷，可是跳出来会发现藏海做事不拘小节，会容易被人误会。全剧没有任何一个人说他有文人风骨，但是观众都觉得他有文人风骨。全剧没有任何人大肆夸赞他的外貌，但是观众都默认他是大雍最好看的。在百姓眼里藏海也是个好官，只有其他文武百官会在背后议论，认为他手段狠辣、善于迷惑人心向上爬，但实际就是藏海没干任何坏事。小海假扮皮筋猴，女主也夸过‘还是之前更俊一些’，说明他的本来面貌俊美。哈哈，总结就是，藏海这个人物太有魅力了！,新增
328683880_79,平津侯作为一代武将，杀敌无数，却唯独剥了朝中大臣蒯铎夫妻的皮并收藏于地窖，这一行为在逻辑上缺乏支撑——既无明确仇恨动机，又不符合其低调行事的人设，显得牵强。剧中未展现他有收藏人皮的变态倾向，因此‘人皮俑’的情节设定显得不合情理。若解释为为了研究鬼玺线索，不放过尸身上可能存在的纹身等信息，则有一定合理性，但剧集本身未清晰传达此点，导致观众困惑。此举更像是编剧为强化男主‘美强惨’套路而强行安排的戏剧化处理，牺牲了角色行为的内在一致性，与平津侯原有魅力和人设不符。,新增
328693299_130,藏海复仇和梅长苏复仇还是很不一样的。两个人的起点不一样，复仇的初衷也不一样，主创切入的视角也不一样。梅长苏的复仇是为了洗刷冤屈，有一种士大夫的澄清宇内的抱负；藏海的复仇是为了浇灭年少灭门惨祸的那一场大火，是要仇人偿命，以血还血。一个是贵族出身，遭遇祸事时已近成年，学识、成算早已具备，有能力重新聚集旧部，谋篇布局；一个是普通官宦出身，家变时尚且年幼，只有父母传授的基础，能学到的东西全靠师傅，连复仇方案都是仇人给准备的，身边没有血亲旧友支持，能有城府已经算不错了。因此两人在出身、心理成熟度、资源、才学等方面都无从相比，复仇方式也不应简单对比。这部剧BUG多，道具差，编剧对剧情漏洞处理不好。,新增
328693299_131,藏海和梅长苏的设定不同，藏海是少年复仇，梅长苏是将军谋划十年，两人经历和角色定位不一样。剧中藏海的易容乔装多由高明配合执行，骗过平津侯是主要情节之一。女主作为质子郡主在大雍都城开酒楼引发争议，但皇帝已不上朝，质子开酒楼并不构成犯罪。部分观众对剧情存在误解，存在尬黑现象。,新增
328758921_141,皇帝本来就想蒯铎死，别人替他动手，他顺水推舟，甚至窃喜，反映出人性的复杂与皇权的冷酷。编剧对皇帝心理和权力逻辑的刻画体现了对人性的理解，而非理想化。皇帝不深查蒯铎灭门案，是因担心真相牵出癸玺在自己手中，损害皇权威严，这一设定合乎权力自保逻辑。剧中通过‘你知道的太多了’‘大恩如大仇’等台词，深刻揭示了帝王心术与信任的脆弱。皇帝借刀杀人，避免亲自下手，既维护表面仁义，又达成清除隐患的目的，展现了权谋的复杂性。对皇权不容挑衅的讨论，反映出剧作在权力伦理上的深层设计。,新增
328782368_181,一个7分的剧，比上不足，比下绰绰有余。一流的投资，特级的营销，五流的剧本。收视率排名倒数，真实数据不支持其为爆剧。,新增
328729118_37,这部剧最大的问题就是定位为权谋剧，还要去对标《琅琊榜》。如果只是作为古偶剧去看，就没那么多骂声了。没实力还要炒作，结果只能是被骂。剧情就不谈了，国产剧的老毛病，到处低智剧情。剧本初看简介感觉应该很好，但细看里面的起承转合，权谋智谋毫无亮点，既不精心也不动魄，编剧没啥水平。镜头、打光、道具、衣服确实不错，难怪现在总吹这些好，原来真的只在这些表面用了功夫。肖战的演技有待提高，黄觉表现很有味道，他和肖战的对手戏更有张力。相比之下，《折腰》作为古偶虽有问题，但比这部耐看，CP也更好嗑。若定位为悬疑加古偶，可能更符合受众预期。,新增
328791038_37,他对肖战演技的评价和我认为的是一样的，他在雕琢自己。,新增
328758921_142,这个剧的逻辑非常混乱，皇帝在朝堂上若被架空，却轻易放弃蒯铎这个唯一的死党，情节设定不合理。即便皇帝想让蒯铎死，全家被灭门后也不查死因、不追究凶手，缺乏合理性。皇帝人设与其行为矛盾——既身处权力斗争中心，又对涉及皇权稳定的鬼玺和竹马之死漠不关心，难以自洽。剧情解释皇帝因持有鬼玺而不再信任蒯铎，放走他又希望他死，以灭口保秘，这一动机有一定逻辑支撑，但表现不够清晰，导致整体情节显得蹊跷且缺乏说服力。,新增
328782368_180,电视剧前中期挺好看的，结局想不通很难受。这剧28个编剧，剧情没有几个地方是经得起思考的，到处都是逻辑漏洞，不是正常人的逻辑思维，就是bug，有点像编剧一人写一集，所以没有逻辑也不连贯。癸玺就是个挂，明明只要限制其他人不开怪自己就能赢，非要自己想着开挂输。智商不够当然看不懂。1、他多年来也一直扶持临淄王一派，最后也架空新帝了，癸玺可以让他拥有更大的权力，不过癸玺也只是他野心的一部分，不是全部，但一旦拥有癸玺，就会被野心吞噬。2、木工是爱好，江山是人生，打开癸玺是被好奇心和欲望驱使。3、冬夏女王确实死于话多，但她主要还是想找第三人和铜鱼，不能直接杀，这里我也觉得死得可惜。4、墓里如果只有一个藏海一个人，他可能被暗箭射杀了，没有暗箭的话，他能找到出去的机关。5、癸玺有副作用只是冬夏女王才知道的秘密，外人没有上帝视角。,新增
328785028_40,这部剧逻辑不通，剧情牵强附会，节奏过快导致复仇过程显得简单儿戏，反派下线仓促，整体像无脑复仇爽剧，缺乏权谋剧应有的深度和严谨。编剧存在明显疏漏，情节设置幼稚，如男主受伤仍能追上马车而士兵不能、放个烟花就能潜入皇帝内院等，bug频出，注水严重，美术、音乐等未提及，但剧作整体质量低下，导演表现令人失望，堪称烂尾之作。,新增
328785028_39,这部剧还是优点更多，演员大部分都非常优秀，制作也用心，前面剧情紧凑，除了最后几集可能卡时长没篇幅交代太清楚。总体来说还是非常不错的电视剧，比现在大部分剧都好。我不否认确实有bug，但不是你们说的这些。我觉得不合理的是例如女王和蒯铎感情戏没啥用，虽谈不上注水，但属于我认为的无效剧情。还有女王下线虽不能说不可以，但草率了点，也不是什么大事儿。女主的姐姐过于工具人。这一类的。复仇爽剧吧。剧组自己把剧抬到这个高度，所以很多人入坑时都是用顶级权谋剧角度去看，如果一开始宣传自己是古偶励志剧或者玄幻剧，我相信很多人包括我自己都会打5星，因为古偶拍出了权谋剧的精彩，而不是权谋剧拍出了古偶剧的味道。,新增
328824194_58,剧情前后脱节，人物塑造不完整，存在逻辑漏洞；导演在画面呈现上有明显设计意图，武打动作由武术老师编排，不应将问题全归于演员；女主戏份受限，剧情主线服务于男主，角色行为应归因于编剧设定而非演员个人表现；女主被偷看时的反应符合情理，'自幼性情暴躁'的人设下情绪表达合理；前期对男主的刁难若放在其他剧中可能被定义为恶毒女二，当前演绎缺乏角色魅力，演员未能为角色增色反而减分，演技有待提升。,新增
328882970_80,烂片,新增
328913063_58,底线是手上没沾一滴血，底色是漂亮的，初心还在，所以他最后成功了,新增
328913063_57,藏海这个角色有善良的底色，复仇只针对仇人，不愿伤及无辜，展现了他内心的底线和挣扎，这种复杂而有原则的性格让观众喜爱。,新增
328902965_189,断龙石的场景非常震撼，意境惊艳；小院子下雨天的戏氛围感强，墙纸上的三人剪影寓意深刻；面具人带稚奴坐船离开及从小孩到长大的转场富有诗意；学堪舆的模型、初到枕楼的场景设计精致；与香老板船上的约会过程唯美，人美景美；钦天监监正官服造型帅气；侯爷狱中对话戏份张力十足；曹公公唱昆曲的片段有韵味；仿制癸玺的头套美术细节出色；时全刀下移脖子的动作处理巧妙且富有情绪张力；结尾围坐吃饭的镜头悲中带暖，氛围感人。,新增
328882970_81,剧情降智，漏洞多如筛子，女主妈死的那段逻辑不通，女主武功强却不会躲，男主不推开反而抱住，慢镜头也解释不了；美术、权谋线尚可，想看藏海大人权倾朝野、埋百年线的设定；央视收视率排倒数，质量存疑；剪辑卡在40集，很多内容被剪，期待完全版；谍报和得闲是正午出品，预期质量较高。,新增
329005030_161,侯爷和藏海对峙时，侯爷显得特别有魅力，而当把褚怀明的脸换到藏海脸上时，侯爷就失去了那种魅力；只有和藏海在一起时，侯爷才显得特别帅，藏海则显得柔弱。,新增
329005030_160,平津侯对臧海青睐有加，多次在他人要杀臧海时表现出不悦，断龙石前选择舍弃侍奉多年的杨真而保全臧海，还把臧海安置在内院，靠近自己住宅，举动明显。侯爷对臧海有感情，看得出是用了心的。黄觉和肖战之间有很强的CP感，尽管藏海是为复仇而来，但平津侯对他的喜爱超越了纯粹的利用。侯爷虽自负且认为藏海是可用之才，但在情感投入上显得真挚，尤其传闻中他不顾劝阻冲进火海救藏海，更凸显这种情感。两人关系复杂，既有权谋算计，也存在难以忽视的情感张力，令人觉得‘好磕’。,新增
329062411_154,看完第一集了，感觉好看；在看第二集了，喜欢,新增
329071273_60,黄觉演得非常好，把人物立住了，不知道是剧本还是演技成就了侯爷。老一辈演员表现出色，一躬身一回眸都体现出朝堂波诡云谲的氛围。侯爷下线的安排很好。,新增
329062809_60,藏海传很棒，剧情烧脑，知识分子会喜欢，身边很多老师在看，的确不错，能看懂需要动脑子，观众水平较高。,新增
329229148_56,侯爷演得确实好，没有表演痕迹，看得人又敬又恨；藏海的同期声搭上他的演技，台词各方面还是非常不错。,新增
329221657_79,藏海传剧情就是牛，很多人熬夜追剧看剧情；感觉涉及平津侯的剧情拍得都很有意思。,新增
329531686_70,制作精美，逻辑问题很大，bug一堆。,新增
329479505_104,很喜欢看永荣王爷，他的戏份都很精彩，是唯一一个可以拿捏藏海，让他没有办法对付的角色。,新增
329531686_69,及格分以上，还算不错。但是权谋很小儿科，更偏古偶。再加上有十分逆天捂嘴的粉丝，说不过就拉黑不让评论。,新增
329221657_80,这剧的剧情不严谨，存在多处逻辑bug，比如反派赵明明能直接毒杀男主却不用，还让男主知晓计划，显得降智；和亲情节不合理，护卫全消失，关系难以解释；奎玺副作用出现速度前后不一致；男主不立即销毁奎玺也缺乏说服力。编剧在设定上有一定吸引力，如需要观众联系、琢磨情节，带来情绪价值，但整体漏洞较多，研究奎玺前不销毁虽有解释空间，但仍显粗疏。部分留白设计有一定发挥空间，但并非所有未说明之处都能用‘留白’合理化，观众对逻辑合理性的判断存在分歧，有人认为解释得通，有人认为牵强。整体评价是设定还行，但编剧表现拉胯，堪称‘bug上长了个剧’。,新增
329491778_6,看这个剧的时候，特别感慨，导演的重要性，他居然可以把这么一个几乎站不住脚的剧，拍的如此紧张刺激，让人欲罢不能，边看边吐槽，甚至要看完以后才回过味来吐槽。,新增
329776533_60,好看,新增
329715075_73,藏海传蕴含的中国文化特别吸引有共同文化基因的人,新增
329821551_56,赵只是利用一切能利用的人，同化他们，为自己所用，没用了就弄死。,新增
329803532_58,庄之行是个鲜活、有血有肉有感情的角色，不是复仇机器。他在亲情与仇恨之间的抉择体现了一个普通人的真实反应。面对家族覆灭、孤立无援的处境，他的挣扎和奋力一搏令人共情。演员对这一复杂角色的演绎较为成功，展现了人物内心的矛盾与痛苦。相比之下，藏海的形象较为单一，始终围绕复仇推进，缺乏内在变化，其师父也形同跟班，未能形成有效制约。庄之行虽有依仗他人之处，但并非全然被动，而是在有限选择中做出符合人性的反应。,新增
329969702_37,演的都不错,新增
329961504_3,这部剧前中期还行，但结尾处理得很差，剧情漏洞很多，容易让观众感到失望。,新增
330031739_7,藏海传长尾效应好，表现坚挺，显示出良好的持续吸引力。,新增
329971852_7,我就是被肖战的演技圈粉的，肖战主演的国剧之光《藏海传》非常好看！,新增
329767421_37,藏海的随机应变和心理韧性体现了角色的高潜力特质，其思维敏捷、问题解决能力和知识基础是十年学艺的成果。他并非没有规划，而是在强敌和复杂环境中采取谨慎调查与风险预判，并在失败后迅速调整策略，展现出乱局中的生存智慧。他的成功并非依赖金手指或运气，而是隐忍、智慧、盟友的牺牲以及对手自身缺陷共同作用的结果。剧中对藏海‘绝顶聪明’的过度强调与实际情节存在反差，导致部分观众感到违和。藏海的成长背景与资源支持（如赵秉文、临淄王党）也影响了他的行动空间，与《琅琊榜》中梅长苏的复仇动机形成对比，凸显了不同阶层复仇者的差异。整体而言，藏海的形象更贴近普通人挣扎求存的现实状态，强调在不可控环境中抓住微小机会奋力前行。,新增
329953452_12,陈情令和这部演戏都有点做作，但这一部相对自然很多，可能是剧本问题吧；陈情令非常非常自然灵动；陈情令诠释得很好，征服了我这个书粉；盛阳那时候就好得不得了，演陈情令的时候跟新人差不多，演技上有点生涩但挺灵的，能让人非常沉浸在剧情里，也挺牛的；藏海传这部剧他演得是真的挺好，演技在线,新增
329961504_2,看到藏海拿到鬼玺复刻的剧情，让人拍案叫绝。藏海从没见过鬼玺，只能拿到后才做复刻动作。超级好看的时候细节值得细品。这剧必定成为经典剧。很多片段单拉出来也很经典。确实好看，每一集每一个细节都好看，进度条不能拉一点，时不时还要拉回去重看。好剧就是长尾超级好。,新增
330278770_7,剧中俩人20上下，正是酸酸甜甜的初恋的年纪，小天鹅小鲤鱼挺好的。,新增
316445712_28,前两集秒了；打脸了，看今天这三集就知道了，肯定比清明高；清明前三集比这个强了十个唐诡,新增
317061172_49,第一案流言蜚语杀死人这个设定挺厉害的；无头女尸案刻意展现流言蜚语的危害性，不合逻辑与情理。,新增
317020263_49,导演有些悬疑惊悚氛围拍得很好，这个剧太会拍了，强烈安利。,新增
317189609_20,王茂大哥是条汉子！英勇但也可哀可叹。王茂这个计谋挺不错的，只是最后他没有亲眼看到仇人伏诛。,新增
317111805_0,私奔这段确实有bug，剧情刻意制造悬念，完全不合逻辑，编剧胡编。网剧与原文在案件方面都很弱鸡。剧中对‘抢亲’的呈现有一定合理性，但整体案件设计薄弱。此外，剧集将原著中的寺庙改为道观，可能是出于制作考虑，反映出当前影视剧对宗教形象的处理倾向。,新增
317018182_34,这剧中规中矩，没有砸穿央八收视底线，放在黄金档对抗驻站，属于田忌赛马，未被寄予厚望；剧本身播得尚可，但输在缺乏营销和热搜宣传，导致热度不高；演员未买热搜，影响了剧集传播；相比之下，驻站剧情平淡，适合喜欢家长里短的观众，但有郭京飞加持才得以支撑观看。,新增
317115169_49,拜月身材好，肌肉线条漂亮，性张力强，脸有高级感，笑得邪气，舞蹈表现喜欢；演员张傲月此前演过《狄仁杰之四大天王》幻天真人，也让人联想到此沙或李东方；认为角色不应只是简单邪恶，可深化情感与动情描写，赋予更动人的篇章；脱衣戏展现身材效果好，表演有说服力，适合演蔡捕头类角色。,新增
317206976_2,配角们都蛮好看的,新增
317206976_1,好像也不错啊，希望唐人再接再厉，再拍一部,新增
317198317_33,玉贞好漂亮，我感觉和刘亦菲有点神似；她好美啊，全程盯着她看，男主色诱都稍逊一筹；全剧最美，真的美；这个剧里有好多美女，都比女主美，女主有点显老了；她本身就美，在每一个剧里都是美女；景如洋，美女资源太虐了～；景如洋真的超美但很糊；描翠，若兰，刘婉，刘婉表姐，小罗疏，12岁罗疏特别好看，包子也很可爱；雪竹也特可爱。,新增
317366171_32,他真的好变态，真的好烦这个紫薯精，就是那种油腻恶心的生理不适。,新增
317311416_25,他很适合演聪明人，齐雁锦名字也好。,新增
317197007_16,明朝背景的电视剧在设定上应更贴近历史真实，剧中对嫡庶、贱籍等概念的处理存在争议。女主从昌ji身份被县里批准从良，是否算脱籍值得商榷，且永乐年间的个案不能代表明清整体制度。捕快在当时属于贱民，女主脱籍后反去做捕快，逻辑上有些矛盾。知县出身进士，前途不可限量，青年才俊未必不能与巡抚之女联姻，尤其若刘家亦为寒门起家。男主家庭氛围显底蕴，内院场景有《红楼梦》之感。剧对女性贱籍、脱籍后的社会地位表现不够深入，实际历史上贱籍即使脱籍也会在科考与生活中长期受限。另外，衙役属于贱籍，其子弟不得参加科举，这一点在剧中未体现。,新增
317303799_36,男主演的剧怎么最后结尾都那么惨，上一部剧最后还死了；希望剧版可以改个结局；感觉后面六集都是原创内容了，其实按照原著的话故事会挺合理符合逻辑的，但可能就没有那么精彩；我重新看了，我感觉女二和男二不见得就是分别啊，特别是男二这个流泪的镜头好像是真的喜欢上女二了；电视剧买来会改编的，不一定和原著一样；男主必须这个结局啊，换个说法，男主就是傻白甜版本的曲婉婷。。。享用了民脂民膏，流放一下很正常吧,新增
317394770_47,翟子路演技细腻丝滑，将角色演绎得自然生动，眼神戏和表情处理到位，大表情不崩，台词表现优秀。他能将容易油腻的角色演得可爱而不惹人烦，表演投入且真实，给人‘他就是角色本人’的感觉。在《锦囊妙录》中表现尤为出色，是剧中亮点之一。,新增
317385826_27,船上那段镜头存在抠图问题，背景与人物的透视关系不对，画面割裂，影响观感，与前期实景拍摄的用心形成反差，显得后期制作粗糙；县尊骑马戏份过多，缺乏留白，且动作不够潇洒，替身痕迹明显，调度不合理；整体后期技术不足，导致部分场景虚实不一，疑似拍摄或补拍出现问题，观感如同预制菜，破坏情绪连贯性。,新增
317392518_43,只能说它是一部不错的恋爱剧，情趣相对高级；巡抚两次喝🍵、看🍵设计精细，这剧里难得边边角角的人物都有正经镜头，刻画的有声有色，近年来少见；不要暗戳戳地美化权贵就谢天谢地了！至少女主设定偏向普通出身，齐家设定作恶多端，已是难得了；男主本人提出以粮换蝗，愿意担私动军粮这样的大罪，冲动，但是好人。,新增
317415509_52,演挺好的，台词功底可以的。,新增
317427945_45,县尊在秦熠到县衙前要人时表现得最帅，展现出角色的气场和担当。,新增
317428436_16,不不不，唐人这次太对了，选角都非常不错；这剧很优秀啊！感觉现在真的制作比较用心的剧热度都不太高（没流量，题材也不下沉）。目前能吸引我看的剧只有这个小锦囊了,新增
317427945_44,这段演得真不错，令人动容。县尊醉酒痛哭民生之艰、官僚之腐，展现了一个真正好官的形象，表演真挚感人。目前看到11集，县令的正直、县丞的圆融、齐公子的憨仗、罗疏的聪慧，人物角色鲜明。前期县尊与罗疏的对弈已暗示二人结局，令人叹息。,新增
317428436_17,选角不错，演员有演技，台词好；打光出色，皮肤和场景真实，多为实景拍摄；剧集质量高，具有长尾效应潜力。,新增
317450941_40,本剧真的对每个角色都有用心刻画，不是单薄的脸谱式的人物。哈哈哈，是氛围帅哥，演什么角色就会带入什么形象。这种人戏路宽，作为演员是挺好的。,新增
317462806_45,剧里将金描翠的死与男三这个大反派强行挂钩，增加了他的反派指数，但感觉动机不够充分，杀人理由显得草率；秦熠在原著中并非反派，剧中将其塑造得过于变态，杀人行为缺乏足够铺垫，磨炼女主性子的理由也显得牵强。,新增
317467197_46,这部剧里的主要演员台词都挺好，尤其是男主，播音主持专业出身，说起话来那叫一个中气十足，字正腔圆。,新增
317423681_51,这个角色很有挑战性，性格变态，邪性非常到位，演员演得挺好的，把疯批感演绎得很真实，让人不寒而栗，增添了角色的可信度。虽然角色令人极其讨厌，但演技出色。演员现在有阅历能驾驭复杂人物，相比年轻时演技进步明显。不过台词和表演在对手戏中显得拉垮，部分表现略显生硬。拍摄手法没有迎合反派走红的受众，反派更多是推动剧情、展现人性之恶的存在。,新增
317458427_33,这部剧不严谨的地方很多，当个轻喜剧还不错，已经是最近最能看的古装剧了，其他的更可怕。有几处台词明显后期修改重配了，韩慕之、玉妈妈的、金描翠，声音突然不一样，口型对不上。秦老爷这个角色最让人烦的是，他曾被性欺压，却也动辄搞强制，表现出阴毒和变态的掌控欲。编剧对男性角色的塑造似乎带有厌男倾向，很多男角色都被表现为无能或性无能。秦熠是剧中最讨厌的男性角色，其行为展现出娈童心理阴影带来的扭曲。整体来看，人物动机不够合理，若将秦改成庶子，青梅竹马的设定会更立得住。,新增
317493328_1,最后的大结局好难看，到最后都没成长,新增
317498692_52,演员也帅，他一出来就对他挺有好感；齐二到底是个好人，也算难得。,新增
317493328_0,前期演嬉皮笑脸的纨绔子弟还挺善良可爱，但这几集面对齐家变故和找粮食问题时，他的演技明显不够用，演不出愤怒、震惊的情绪，情境紧张时仍表现两眼空洞，演技比男二差多了。角色成长设定不合理，非要经历家庭重大变故才成长，甚至似乎要等到家人全部受害才觉醒，人物发展显得愚蠢且令人难以接受。,新增
317495114_27,男主缺乏政治觉悟，习惯性慷他人之慨，靠家族资源行事，显得天真且不负责任；男二虽有热血但手段不足，优柔寡断，体现了一个年轻官员的成长困境。主角团整体政治意识薄弱，决策常出于书生意气，与官场现实脱节，但这种设定符合人物背景，人设合理。剧中通过赈灾粮问题揭示了官场腐败与百姓苦难的根源，批判了以权谋私的官员，强调为官者归还本属百姓的资源是责任而非恩赐。,新增
317501549_51,女主人设前后不一致，前面为了自由放弃爱情，后面却为了爱情愿意放弃生命，角色动机转变缺乏说服力。,新增
317502601_52,衙内赤诚，都头聪慧，知县端方，他们只是一群对官场涉入未深的少年，自然不能洞若观火，可是他们心中都装着百姓。我们小齐哥不缺少担当，就是很多时候他不知道深浅自己也担不起，所以还需要罗疏点醒他帮助他。,新增
317495114_28,齐梦麟的人设确实没崩过，从头到尾的傻兮兮；男主偷粮食没错，唯一错的就是没拿光，那么多粮食被烧不如拿去发给百姓救命；他到死都以为天塌下来有他爹帮他顶着；齐总督在应对粮仓被烧时毫无作为，处理潦草，编剧政斗写得草率，笔力不足；齐家倒台是必然，但过程交代粗糙，缺乏合理权谋设计；为了凸显女主重要性，把男三写得太能，若齐家败落源于朝堂倾轧会更真实；齐总督手里有兵却不会用，缺乏政治手腕；男主善良但建立在天真与家族庇护之上，与女主性格设定难产生情感共鸣；编剧前期重破案，后期权谋粗略，整体结构失衡。,新增
